Price,Mfg_Year,KM,HP,Quarterly_Tax,Weight,Mfr_Guarantee,Airco,Central_Lock,Powered_Windows,Metallic_Rim
11895,2000,47689,110,85,1075,1,0,0,0,0
12950,2000,47451,110,85,1055,0,1,1,1,1
11950,2000,47219,110,85,1080,1,1,1,1,0
10750,2000,47211,110,85,1070,1,0,0,0,0
9550,2000,46856,97,85,1060,0,0,0,0,0
10950,2000,46500,86,69,1035,1,0,0,0,0
11750,2000,46449,110,69,1035,1,1,1,1,0
10950,2000,46391,110,85,1075,0,0,0,0,0
12450,2000,46230,110,85,1055,1,1,1,1,1
10500,2000,46029,110,69,1030,1,1,0,0,0
10900,2000,46000,97,69,1025,1,0,0,0,0
12950,2000,45900,110,85,1075,1,0,1,1,0
10950,2000,45850,97,85,1060,1,0,0,0,0
12500,2000,45336,110,85,1080,1,1,1,1,1
9950,2000,44537,97,69,1025,0,0,0,0,0
10750,2000,43700,86,69,1025,1,1,1,1,1
12500,2000,43120,97,69,1030,1,1,1,1,0
10450,2000,41710,110,69,1040,1,0,1,1,1
10750,2000,41700,97,69,1025,1,0,1,1,0
12950,2000,41636,110,19,1105,0,1,1,1,0
10995,2000,41273,97,85,1060,1,0,1,1,0
11950,2000,40836,110,85,1075,1,1,1,1,0
11250,2000,40400,97,85,1060,1,0,1,1,0
11950,2000,40361,110,85,1090,0,1,1,1,1
13750,2000,40325,86,69,1045,0,1,1,1,0
11000,2000,40000,110,85,1080,0,1,1,1,0
13500,2000,39706,110,85,1080,0,1,1,1,0
10950,2000,39291,110,69,1040,0,1,1,1,0
10750,2000,39000,97,69,1025,0,0,0,0,0
8950,2000,38900,97,69,1025,0,0,0,0,0
12950,2000,38403,110,85,1055,0,0,1,1,1
9750,2000,37461,97,69,1025,0,0,0,0,0
10900,2000,37000,97,69,1025,1,0,0,0,0
10995,2000,36406,110,69,1035,1,1,1,1,0
10750,2000,36005,97,85,1065,1,1,1,1,0
10950,2000,36000,110,85,1075,0,0,1,1,0
13000,2000,36000,110,85,1080,1,1,1,1,0
12950,2000,36000,110,85,1070,1,0,0,0,0
11500,2000,35823,110,85,1075,1,0,0,0,0
10950,2000,35230,97,69,1025,1,0,0,0,0
11710,2000,35142,110,85,1055,0,1,1,1,0
9980,2000,34890,97,69,1025,1,0,0,0,0
12250,2000,34882,110,85,1075,1,0,0,0,0
11500,2000,34000,110,85,1075,1,1,0,1,0
11950,2000,33998,110,85,1080,1,1,1,0,0
11500,2000,33230,110,69,1050,0,1,1,1,0
11900,2000,33021,110,85,1080,1,1,1,1,0
11930,2000,31999,97,69,1030,0,1,1,1,0
10500,2000,31579,97,69,1025,0,1,1,0,0
8950,2000,31000,97,69,1025,0,0,0,0,0
10450,2000,30806,97,85,1060,1,0,0,0,0
10500,2000,30461,86,69,1050,1,0,0,0,0
12950,2000,29686,110,85,1075,1,1,1,1,1
9950,2000,29650,86,69,1025,0,1,1,1,0
12900,2000,29500,110,85,1055,1,1,1,1,1
9950,2000,28656,97,19,1085,0,1,0,0,0
9950,2000,27500,97,69,1025,1,0,0,0,0
10950,2000,26938,110,69,1040,0,0,1,1,0
10950,2000,26624,97,85,1060,0,0,0,0,0
9950,2000,26221,97,69,1025,0,0,0,1,0
10950,2000,22648,97,85,1060,0,0,1,1,0
10800,2000,22500,97,69,1025,0,1,0,0,0
10500,2000,19313,97,69,1025,0,0,0,0,0
10450,2000,17619,110,69,1030,0,0,0,0,0
10600,2000,17069,97,69,1025,0,0,0,0,0
10450,2000,15000,97,69,1025,1,0,0,0,0
12950,2000,10210,97,85,1065,0,1,1,1,0
11250,2000,5309,110,85,1070,0,1,0,0,0
7500,2000,1,90,64,1260,0,1,1,1,1
8950,2000,31000,97,69,1025,0,0,0,0,1
6950,1999,205000,72,185,1100,0,0,0,0,0
7900,1999,204250,72,185,1115,0,0,1,1,0
5950,1999,194545,86,69,1000,0,0,0,0,0
7500,1999,190900,72,185,1115,0,1,0,0,0
7500,1999,183500,72,185,1140,0,1,1,1,1
6900,1999,176184,72,185,1115,0,1,0,0,0
5751,1999,174833,72,185,1100,0,1,1,0,1
6950,1999,155720,86,69,1015,0,0,1,1,1
7950,1999,155500,110,69,1050,0,0,1,1,1
7750,1999,154783,72,185,1120,0,1,1,1,0
7950,1999,154462,72,185,1135,0,1,0,0,0
8250,1999,150585,110,85,1065,0,1,1,1,1
6250,1999,149000,90,64,1135,0,0,1,1,0
9500,1999,147636,72,185,1135,0,1,0,0,0
6900,1999,144521,72,64,1135,0,0,0,0,0
8450,1999,144000,110,72,1065,0,1,1,1,1
7350,1999,140168,72,185,1115,0,0,0,0,0
8950,1999,140000,110,85,1085,0,1,1,0,0
6900,1999,139800,72,185,1115,0,0,0,0,0
8950,1999,137050,110,197,1078,0,0,1,0,0
8750,1999,136956,110,85,1065,0,1,1,1,1
7950,1999,135337,110,197,1120,0,1,1,1,1
8950,1999,133769,72,185,1120,0,1,1,1,0
8950,1999,133405,72,185,1135,0,0,1,1,0
8950,1999,132807,72,185,1135,1,1,0,0,0
7950,1999,132393,72,185,1135,0,0,0,0,0
7750,1999,130270,110,69,1050,0,1,1,1,0
7500,1999,130000,72,185,1135,0,0,0,0,0
8950,1999,127000,72,185,1135,1,0,0,0,0
9800,1999,126800,72,185,1135,0,1,0,0,0
9450,1999,126452,110,85,1085,1,0,0,0,0
8950,1999,125175,116,185,1150,0,0,1,0,0
8750,1999,125000,72,185,1115,0,0,0,0,0
10500,1999,123000,72,185,1135,1,0,0,0,0
7995,1999,121626,86,69,1050,0,0,0,0,0
10450,1999,120400,110,85,1090,0,1,1,1,0
9950,1999,120000,72,185,1100,0,0,0,0,0
9950,1999,119541,110,85,1055,0,1,1,1,0
8950,1999,119500,110,85,1070,1,0,1,1,0
7950,1999,119289,110,69,1035,1,0,1,1,0
10950,1999,118833,110,85,1065,1,1,1,1,1
9950,1999,118000,72,185,1150,0,1,0,0,0
8600,1999,117955,110,85,1065,1,1,1,0,0
7250,1999,117609,86,69,1015,0,0,0,0,0
6950,1999,117000,72,185,1115,0,0,0,0,0
8000,1999,116000,86,69,1045,0,0,1,1,0
9950,1999,115715,110,85,1070,0,0,0,0,0
9450,1999,115191,110,197,1079,1,0,0,0,0
7950,1999,115071,110,85,1055,0,1,1,1,0
9450,1999,115000,110,197,1109,0,1,1,1,1
9950,1999,114846,110,85,1075,1,1,1,1,1
6950,1999,114383,90,64,1260,0,0,0,0,0
8250,1999,113700,110,19,1065,1,0,0,0,0
9950,1999,113118,86,69,1020,1,1,1,1,0
8250,1999,112827,86,69,1040,0,1,1,1,1
9950,1999,112116,110,85,1070,1,0,1,1,0
10500,1999,112000,110,85,1065,1,1,1,1,1
7950,1999,112000,72,64,1135,0,0,0,0,0
9750,1999,111769,110,85,1065,1,1,1,1,1
9250,1999,110853,110,85,1070,0,0,0,0,0
9500,1999,110287,110,69,1050,0,0,0,0,0
9950,1999,109547,110,85,1075,1,1,1,1,1
7750,1999,109230,110,69,1050,1,0,0,0,0
9500,1999,109150,110,85,1075,0,1,1,1,0
9950,1999,108793,110,69,1035,1,0,1,1,0
9750,1999,106784,110,19,1050,0,1,1,1,1
9750,1999,105942,86,69,1040,1,1,1,1,1
5950,1999,105000,86,19,1015,0,0,1,1,1
8500,1999,105000,86,69,1040,0,1,1,1,0
8495,1999,104299,110,85,1085,0,0,0,0,0
9250,1999,104000,86,69,1020,1,1,1,1,0
6900,1999,104000,86,19,1015,0,0,0,0,0
8950,1999,103458,86,69,1025,1,1,1,1,0
9500,1999,103400,110,85,1075,0,1,1,1,1
9250,1999,102807,86,85,1055,0,1,1,1,0
9895,1999,102494,110,85,1090,1,1,1,1,0
9950,1999,102300,72,185,1135,1,0,0,0,1
7950,1999,102106,110,69,1050,0,1,1,1,0
8750,1999,101889,110,85,1075,1,1,1,1,0
8250,1999,101791,72,185,1115,0,0,0,0,0
8950,1999,101469,110,85,1065,0,1,1,1,1
8950,1999,101001,110,85,1075,1,1,1,1,1
8950,1999,100748,110,85,1070,0,0,1,1,0
8950,1999,100550,110,85,1075,0,1,1,1,1
9450,1999,99781,110,85,1085,0,0,0,0,0
8950,1999,98658,86,69,1020,0,1,1,1,0
9250,1999,98500,110,85,1075,0,1,1,1,1
8750,1999,98291,86,69,1000,0,0,1,1,0
9950,1999,97648,110,85,1065,1,1,1,1,1
9950,1999,97425,110,85,1075,0,1,1,1,1
9900,1999,97173,86,69,1015,1,0,0,0,0
8950,1999,97046,86,69,1000,0,0,1,1,0
8950,1999,96000,110,69,1050,0,0,1,0,0
12250,1999,96000,72,185,1100,0,0,0,0,0
9250,1999,95750,110,85,1070,0,1,0,0,0
10250,1999,95147,110,85,1050,0,1,1,1,0
8950,1999,95000,110,69,1050,1,0,0,0,0
7999,1999,95000,110,69,1050,0,0,0,0,0
9900,1999,94606,110,85,1065,0,1,1,1,0
8250,1999,94504,86,69,1000,1,0,0,0,0
10500,1999,93428,110,85,1075,0,1,1,1,1
8450,1999,93408,86,69,1015,0,0,0,0,0
9900,1999,93296,110,85,1090,1,1,1,1,0
10500,1999,93098,110,85,1075,1,1,1,1,1
8500,1999,92922,72,185,1100,0,1,0,0,0
9500,1999,92498,110,69,1050,1,1,0,1,0
9450,1999,92226,110,85,1065,0,1,1,1,1
9900,1999,91505,72,185,1115,0,0,0,0,0
8250,1999,91333,110,69,1050,0,1,0,0,0
8750,1999,91246,86,69,1015,0,0,0,0,0
9500,1999,91000,110,85,1075,1,1,1,1,1
8450,1999,90727,110,69,1050,1,0,1,1,0
8490,1999,90000,110,69,1050,0,0,0,0,0
8750,1999,89576,110,69,1035,0,1,0,0,0
9750,1999,89145,86,69,1025,0,1,1,1,1
9950,1999,89000,110,85,1085,0,1,0,0,0
8500,1999,88807,110,69,1050,0,0,1,1,1
8450,1999,88685,110,85,1070,1,0,0,0,0
7900,1999,88667,110,69,1040,1,1,1,1,0
8750,1999,88480,110,69,1050,1,1,0,0,0
7950,1999,88127,86,69,1015,1,0,0,0,0
6900,1999,88000,86,69,1020,0,1,1,1,0
8150,1999,87821,86,69,1015,1,0,0,0,1
10995,1999,87654,86,85,1065,1,0,0,0,0
8900,1999,86888,110,69,1050,0,1,0,0,0
9500,1999,86871,86,69,1040,0,1,1,1,1
8950,1999,86714,110,69,1035,1,1,0,0,0
11500,1999,85889,110,85,1065,0,1,1,1,1
10450,1999,85000,110,69,1050,0,1,0,0,0
10500,1999,85000,86,69,1025,1,1,1,1,1
9250,1999,84976,110,69,1035,1,0,1,1,0
10950,1999,84558,110,19,1120,0,1,1,1,0
10450,1999,84549,110,85,1075,0,1,1,1,1
9250,1999,84482,110,85,1075,0,1,1,1,1
8750,1999,83908,110,85,1070,0,0,0,0,0
8750,1999,83560,86,69,1015,1,0,0,1,1
9800,1999,83000,107,85,1100,1,0,0,0,0
8250,1999,82723,86,69,1015,1,0,0,0,0
10450,1999,82421,110,85,1065,0,1,1,1,1
9750,1999,82254,110,69,1050,0,0,1,1,0
8950,1999,82115,110,85,1055,0,1,1,1,0
7450,1999,82000,86,69,1015,0,0,0,0,0
8450,1999,81965,86,69,1035,1,0,0,0,0
8250,1999,81250,110,19,1050,0,1,1,1,0
10950,1999,81192,110,85,1065,1,1,1,1,1
8950,1999,81170,110,69,1040,1,1,1,1,0
8750,1999,81083,86,69,1015,1,0,0,0,0
10450,1999,80714,110,85,1075,1,0,1,0,0
10950,1999,80470,110,85,1085,1,0,1,0,0
8450,1999,80439,110,69,1035,0,1,1,1,0
9950,1999,80430,110,85,1065,0,1,1,1,1
9950,1999,80426,110,85,1055,1,0,1,1,0
8750,1999,80265,86,69,1015,1,0,0,0,0
9950,1999,80153,110,85,1070,1,1,0,0,0
9500,1999,80121,110,85,1070,1,1,1,1,0
8250,1999,80086,110,69,1035,0,0,0,0,0
10950,1999,80000,110,85,1075,0,1,1,1,1
7950,1999,80000,86,19,1015,0,0,0,0,0
8250,1999,80000,86,19,1015,0,0,0,0,0
9895,1999,79858,110,69,1040,1,1,1,1,0
9130,1999,79762,86,69,1015,0,0,1,1,0
10950,1999,79660,86,85,1065,1,0,0,0,0
10500,1999,79150,110,85,1075,1,1,1,1,1
8900,1999,79000,110,69,1050,1,1,1,1,0
9500,1999,78955,86,69,1045,1,1,1,1,1
10950,1999,78750,90,210,1155,0,1,0,1,0
7950,1999,78521,86,69,1015,0,0,0,0,0
7950,1999,78356,86,69,1015,1,0,0,0,0
7950,1999,78076,86,69,1015,1,0,0,0,0
9500,1999,78063,107,85,1100,1,0,0,0,0
10950,1999,77821,110,85,1075,1,1,1,1,1
9750,1999,77695,110,69,1035,1,0,0,0,0
9750,1999,77500,110,69,1050,1,0,0,0,0
9450,1999,77457,110,85,1055,1,1,1,1,0
8950,1999,77029,86,69,1015,0,0,0,1,0
8950,1999,77008,86,69,1015,1,0,0,0,0
8900,1999,76791,110,85,1070,0,0,1,1,0
9950,1999,76700,86,69,1035,0,0,0,0,0
8750,1999,76569,86,69,1020,0,1,1,1,0
8950,1999,76162,110,85,1075,0,1,1,1,1
8990,1999,76155,110,69,1035,0,0,1,0,0
8950,1999,75609,86,69,1015,1,0,0,0,0
8950,1999,75569,72,185,1120,0,1,1,1,0
9950,1999,75429,110,85,1065,1,1,1,1,1
9900,1999,75000,110,85,1075,0,1,1,1,1
8950,1999,75000,86,19,1015,0,0,1,1,1
8950,1999,75000,110,85,1070,0,0,0,0,0
9500,1999,74963,107,85,1085,0,1,1,1,0
7950,1999,74889,86,69,1015,1,0,0,0,1
7750,1999,74875,110,85,1070,0,1,0,0,0
8950,1999,74747,110,85,1075,0,1,1,1,0
11950,1999,74720,110,85,1085,1,1,0,1,0
8950,1999,74457,110,85,1075,0,1,1,1,1
11950,1999,74337,86,69,1035,0,0,0,0,0
8950,1999,74308,110,69,1050,1,1,0,0,0
9950,1999,74193,110,69,1050,1,0,0,0,0
8250,1999,74179,110,69,1050,0,0,0,0,0
8995,1999,73936,86,69,1050,0,0,1,1,0
9995,1999,73894,110,85,1065,1,1,1,1,1
9250,1999,73500,110,69,1050,0,0,0,0,0
10950,1999,73376,110,85,1070,1,1,1,1,0
8900,1999,73300,86,69,1015,0,0,0,1,1
9500,1999,73172,110,85,1075,0,1,1,1,1
9950,1999,72928,110,85,1075,1,1,1,1,1
7950,1999,72880,86,69,1015,0,0,1,1,0
8250,1999,72522,110,69,1050,0,0,1,1,0
9450,1999,72000,86,69,1015,0,0,0,0,0
7950,1999,72000,86,69,1015,1,0,1,1,0
9500,1999,71366,110,85,1065,0,1,1,1,1
8950,1999,71317,110,69,1050,0,0,0,0,0
10950,1999,71000,110,85,1070,0,0,1,1,0
8950,1999,70954,110,69,1050,0,0,0,0,0
9450,1999,70908,86,69,1035,1,0,0,1,0
8000,1999,70560,110,69,1050,0,0,1,1,0
9900,1999,70552,110,85,1075,0,1,1,1,1
8950,1999,70500,110,69,1035,1,0,1,1,0
10900,1999,70453,72,185,1135,0,0,0,0,0
9450,1999,70218,110,69,1050,1,0,1,1,0
8450,1999,70116,110,69,1035,1,0,0,0,0
9500,1999,70068,110,85,1075,1,1,1,1,1
10500,1999,70000,107,19,1065,0,1,1,1,0
6950,1999,70000,86,69,1015,0,0,1,1,0
9750,1999,69103,110,69,1035,1,0,0,0,0
6950,1999,69022,86,69,1035,1,0,1,0,0
9650,1999,69000,110,85,1065,0,0,1,1,1
9950,1999,68865,110,85,1065,0,1,1,1,1
9250,1999,68723,86,69,1025,0,1,1,1,1
8950,1999,68453,110,85,1070,1,0,0,0,0
9900,1999,68238,86,69,1050,1,0,0,0,0
10995,1999,68153,110,85,1085,1,0,0,1,0
10500,1999,68000,110,85,1075,0,1,1,1,0
8950,1999,68000,86,69,1015,1,0,0,0,0
9750,1999,67762,110,85,1065,0,0,1,1,1
10950,1999,67146,110,85,1075,0,1,1,1,1
9750,1999,67110,86,69,1035,0,0,0,0,0
9950,1999,67010,110,85,1065,1,1,1,1,1
10500,1999,67003,110,69,1035,1,1,0,0,0
10400,1999,66785,86,69,1045,0,0,0,0,0
8800,1999,66550,86,69,1010,0,0,0,0,0
10500,1999,66259,110,85,1065,0,1,1,1,1
9250,1999,66082,110,85,1070,0,0,0,0,0
7800,1999,66000,86,69,1015,1,0,1,1,1
9950,1999,66000,110,69,1050,0,1,0,0,1
10750,1999,65896,110,85,1065,1,1,1,1,1
10950,1999,65785,110,85,1075,0,1,1,1,0
9950,1999,65513,110,85,1070,0,1,1,1,0
9950,1999,65463,110,85,1070,0,1,1,1,0
8100,1999,65400,86,69,1000,0,0,1,1,0
9250,1999,65259,110,69,1050,1,0,0,0,0
7800,1999,65000,110,69,1050,1,0,0,0,0
9000,1999,65000,110,85,1070,0,1,1,1,0
8950,1999,65000,110,69,1035,0,0,0,0,0
8950,1999,64966,86,69,1020,0,1,0,0,0
9950,1999,64950,110,85,1075,0,1,1,1,0
8500,1999,64914,110,85,1070,0,0,0,0,0
7995,1999,64797,110,85,1075,0,1,1,1,1
8750,1999,64772,110,69,1050,0,0,0,0,0
9750,1999,64690,86,69,1020,1,1,1,1,0
10950,1999,64630,110,85,1070,0,1,0,0,0
9750,1999,64613,110,85,1085,1,1,0,0,1
8200,1999,64383,86,69,1015,1,0,0,0,0
8950,1999,64000,110,85,1075,0,1,1,1,0
9500,1999,63881,86,69,1015,0,0,0,0,0
10950,1999,63870,72,185,1135,0,0,0,0,0
9750,1999,63328,86,85,1065,0,0,0,0,0
9950,1999,63000,86,85,1065,1,0,1,1,1
10450,1999,63000,86,69,1050,0,1,1,1,0
9850,1999,62396,110,69,1050,0,0,0,0,1
9450,1999,62377,110,85,1075,0,1,1,1,1
10295,1999,62316,110,69,1050,1,0,1,1,1
9750,1999,62292,110,85,1065,0,0,1,1,1
8950,1999,62225,110,69,1050,0,0,0,0,0
9900,1999,62222,110,85,1075,0,1,1,1,0
8750,1999,62135,86,69,1035,1,0,0,0,0
9950,1999,62024,110,85,1075,0,1,1,1,1
8500,1999,61977,86,69,1015,0,0,0,0,1
9950,1999,61930,110,69,1035,1,0,1,1,0
10950,1999,61682,110,69,1050,1,1,1,1,1
9795,1999,61568,110,69,1035,1,0,0,0,0
8750,1999,61504,110,69,1035,1,0,1,1,0
8250,1999,61384,110,69,1050,0,0,0,0,1
9950,1999,61343,110,85,1075,0,1,1,1,1
9950,1999,61254,110,85,1075,1,1,1,1,1
10500,1999,61166,110,69,1050,0,1,1,1,1
9750,1999,61149,86,69,1040,1,1,1,1,1
11250,1999,61144,110,85,1090,1,1,1,1,1
8900,1999,61127,110,69,1050,1,0,1,0,0
7950,1999,61100,86,69,1015,0,0,0,0,0
11500,1999,61100,110,85,1075,0,1,1,1,0
9450,1999,61000,110,69,1050,1,0,0,0,0
7995,1999,60724,86,69,1015,1,0,0,0,1
10995,1999,60708,86,69,1045,0,1,1,1,0
8950,1999,60532,110,69,1050,1,0,1,1,0
8250,1999,60000,86,69,1030,0,0,0,0,0
8950,1999,60000,86,69,1015,1,0,0,0,0
8950,1999,60000,86,69,1015,1,0,0,0,0
9500,1999,59295,86,69,1035,1,0,0,0,0
7500,1999,59264,86,69,1015,0,0,0,1,0
8950,1999,59000,110,69,1050,1,0,0,0,0
9950,1999,59000,86,19,1035,1,1,1,1,0
9750,1999,59000,110,19,1075,0,1,1,0,0
9450,1999,59000,110,85,1070,1,1,0,0,0
9950,1999,59000,110,69,1050,0,0,0,0,0
9750,1999,58860,110,85,1055,1,1,1,1,0
8950,1999,58829,110,69,1050,1,0,0,0,0
8250,1999,58654,110,85,1070,1,0,0,0,0
7750,1999,58300,86,69,1015,1,0,0,0,0
8950,1999,58269,110,69,1050,0,0,0,0,0
9950,1999,58136,110,85,1075,0,1,1,1,1
9450,1999,58113,107,85,1085,1,1,1,1,0
12950,1999,58058,110,85,1065,0,1,1,1,1
9950,1999,58000,110,69,1050,0,1,1,1,0
10495,1999,58000,110,85,1065,1,1,1,1,1
7950,1999,57565,86,69,1035,0,0,0,0,0
10500,1999,57413,107,85,1115,1,0,0,0,0
8950,1999,57374,110,85,1075,0,1,1,1,1
9900,1999,57179,110,85,1075,0,1,1,1,1
9995,1999,57169,110,85,1065,0,1,1,1,1
9950,1999,57124,110,85,1065,0,1,1,1,1
9950,1999,57000,110,69,1050,0,1,0,0,0
8250,1999,57000,110,69,1050,0,0,0,0,0
9950,1999,57000,86,69,1035,0,0,0,0,0
8950,1999,56259,86,69,1015,0,0,0,0,0
10950,1999,56209,107,85,1080,1,0,1,1,1
9250,1999,56074,86,69,1000,1,0,0,0,0
9950,1999,55942,110,85,1070,1,1,1,1,0
9995,1999,55844,86,69,1045,0,1,1,1,1
8750,1999,55747,86,69,1020,0,1,1,1,1
10950,1999,55478,86,69,1045,0,1,1,1,1
10350,1999,55085,107,85,1105,1,1,1,1,1
9950,1999,55061,110,85,1070,0,0,1,1,0
8950,1999,55000,86,69,1015,0,0,0,0,0
10950,1999,55000,110,85,1075,0,1,1,1,1
10950,1999,54936,110,85,1075,1,1,1,1,1
8950,1999,54875,110,85,1070,1,0,0,0,0
8900,1999,54847,110,69,1050,1,1,1,1,0
10250,1999,54554,110,85,1065,1,1,1,1,1
9450,1999,54125,110,69,1035,0,0,1,1,0
9250,1999,54000,110,85,1055,1,1,1,1,0
10500,1999,54000,110,85,1075,0,1,1,0,0
7350,1999,54000,86,69,1035,0,0,0,0,0
10250,1999,54000,110,19,1135,0,1,1,1,0
10250,1999,53285,110,85,1075,1,1,1,1,0
11500,1999,53053,110,85,1075,0,1,1,1,1
8950,1999,53000,110,19,1075,0,1,1,1,0
7750,1999,53000,86,69,1015,0,0,0,0,0
9500,1999,52968,110,69,1050,1,0,0,0,0
8450,1999,52800,86,69,1015,0,0,1,1,0
8950,1999,52548,110,69,1050,0,1,1,1,0
8400,1999,52487,110,69,1035,0,0,0,0,0
9250,1999,52383,86,69,1015,0,0,0,0,0
8900,1999,52112,110,69,1035,0,1,1,1,0
8750,1999,51712,110,69,1050,0,1,1,1,1
10950,1999,51421,110,85,1105,0,0,1,1,0
8950,1999,51235,86,69,1000,0,0,0,0,0
8950,1999,51000,86,69,1015,0,0,0,1,0
8895,1999,50925,110,85,1070,1,0,0,0,0
9390,1999,50806,86,19,1480,0,0,0,0,0
8750,1999,50469,110,85,1070,1,1,0,0,1
9750,1999,50173,110,85,1075,0,1,1,1,1
9950,1999,50000,110,85,1075,0,1,1,1,1
10950,1999,49942,110,85,1065,0,1,1,1,1
9900,1999,49585,110,85,1085,1,0,0,0,1
9500,1999,49258,110,69,1035,0,1,0,1,0
9950,1999,49000,110,69,1050,0,1,0,0,0
9950,1999,48738,110,85,1055,0,1,1,1,0
10500,1999,47750,86,69,1040,0,1,1,1,1
9950,1999,47612,86,69,1015,0,0,0,0,0
10495,1999,47500,86,69,1035,1,0,1,1,0
9500,1999,47237,110,69,1050,0,0,1,1,1
8500,1999,47171,86,69,1015,1,0,1,1,0
10450,1999,47060,110,69,1035,1,1,0,0,0
8950,1999,47014,86,69,1015,0,0,0,0,0
9900,1999,46929,86,69,1025,1,1,1,1,0
8900,1999,46000,86,69,1035,0,0,0,0,0
8745,1999,45681,110,69,1050,0,0,0,0,0
8750,1999,45549,86,69,1015,0,0,0,0,0
10750,1999,45000,110,69,1050,0,1,1,1,1
9750,1999,45000,110,69,1050,0,0,0,0,0
8850,1999,45000,110,85,1075,0,1,1,1,1
7950,1999,45000,86,69,1035,0,0,0,0,0
9450,1999,45000,110,69,1035,1,0,0,0,0
9950,1999,45000,107,85,1085,0,1,1,1,0
8250,1999,44944,110,69,1035,0,1,1,1,0
9950,1999,44597,86,19,1015,0,0,0,0,0
9995,1999,44458,86,69,1015,1,0,0,0,1
9950,1999,43818,110,85,1070,0,1,0,0,0
10495,1999,43426,110,85,1070,1,0,0,0,0
7950,1999,43000,110,72,1114,0,0,1,1,0
8950,1999,43000,110,69,1035,0,0,0,0,0
9695,1999,43000,110,85,1075,0,1,0,0,1
7750,1999,43000,86,69,1015,0,0,0,0,0
9950,1999,42750,110,69,1050,0,0,0,0,0
9950,1999,42102,110,85,1075,1,1,1,1,1
9950,1999,41586,110,19,1114,0,0,0,0,0
9900,1999,41200,110,85,1070,0,0,1,0,0
10950,1999,40214,86,69,1025,1,1,1,1,1
8950,1999,40000,86,69,1000,1,0,0,0,0
8950,1999,39222,86,69,1045,1,0,0,0,0
8250,1999,39144,110,69,1050,1,0,1,1,0
10250,1999,39000,110,85,1075,1,1,1,1,1
8750,1999,38019,110,85,1070,1,1,0,0,0
9750,1999,37759,110,85,1070,1,0,0,0,0
10950,1999,37500,110,85,1085,1,0,0,0,0
10950,1999,37111,110,69,1050,1,0,1,1,0
9750,1999,37000,86,69,1015,0,0,0,0,0
8900,1999,36954,110,69,1050,1,0,1,1,0
9500,1999,36943,110,85,1070,1,0,0,0,0
9950,1999,36923,86,69,1050,0,0,0,0,0
9950,1999,36658,110,69,1050,0,1,1,1,0
8250,1999,36000,86,69,1015,0,0,0,0,0
10450,1999,36000,110,85,1065,1,1,1,1,1
10950,1999,35512,110,85,1065,0,1,1,1,1
9250,1999,35283,86,69,1015,0,0,1,1,0
8900,1999,35000,110,69,1050,1,0,1,0,0
10900,1999,35000,86,69,1045,1,1,1,1,0
9750,1999,34114,110,69,1050,1,0,0,0,0
11950,1999,34000,110,85,1075,0,1,1,1,1
7900,1999,33847,86,69,1000,1,0,0,0,0
10900,1999,33535,110,69,1035,0,0,0,0,0
10450,1999,33000,110,69,1050,0,0,0,0,1
10950,1999,32150,110,85,1085,0,1,0,1,1
9950,1999,31588,86,69,1015,1,0,0,0,0
10750,1999,31480,110,85,1065,0,1,1,1,1
9900,1999,31307,110,85,1070,1,0,0,0,0
10750,1999,31000,110,69,1035,0,1,1,1,0
10450,1999,30634,110,85,1075,1,1,1,1,1
9450,1999,30300,86,69,1000,1,0,1,1,0
10750,1999,28500,86,69,1045,0,0,1,1,0
10950,1999,28500,110,85,1075,0,1,1,1,1
10000,1999,28000,86,69,1015,0,0,1,1,0
10500,1999,26698,110,85,1055,0,1,1,1,0
12500,1999,26000,107,85,1085,0,1,1,1,0
8950,1999,25505,86,69,1035,1,0,1,1,0
10500,1999,25000,110,85,1075,0,0,1,0,0
9245,1999,22835,110,69,1050,1,0,1,1,0
10950,1999,22705,110,85,1075,1,1,1,1,1
9500,1999,22178,86,69,1015,0,0,1,1,0
10900,1999,17345,110,69,1050,0,0,1,1,0
10950,1999,15535,86,69,1030,0,0,0,0,0
9450,1999,15110,86,69,1035,0,0,0,0,0
5900,1998,232940,72,40,1172,0,1,0,0,0
6950,1998,218118,72,185,1150,0,0,0,0,0
6000,1998,217764,72,185,1135,1,1,1,0,0
5250,1998,207114,110,197,1114,0,1,0,0,0
4400,1998,203254,72,64,1135,0,1,1,0,0
6750,1998,200732,72,185,1100,0,0,0,0,0
8500,1998,197501,72,185,1135,0,1,1,0,1
6150,1998,194765,72,185,1120,0,1,1,1,0
6950,1998,191620,72,185,1150,0,1,0,0,0
5750,1998,183277,72,185,1115,0,0,0,0,0
8750,1998,180378,72,185,1100,0,1,1,1,0
6500,1998,178800,72,185,1115,0,0,0,0,0
5950,1998,176177,110,85,1075,0,1,1,1,1
6500,1998,176000,86,69,1035,0,0,1,1,0
10500,1998,172980,72,64,1135,0,0,0,0,0
8500,1998,170000,72,185,1100,0,0,0,0,0
7950,1998,164000,110,19,1050,0,0,1,1,0
5800,1998,161775,86,69,1015,0,0,1,1,0
6750,1998,160000,86,69,1015,0,0,0,0,0
6950,1998,159968,72,185,1115,0,0,0,0,0
5740,1998,159908,110,69,1050,0,1,0,0,1
6550,1998,158492,86,69,1015,0,0,0,0,0
8950,1998,156204,72,185,1115,0,0,0,0,0
6750,1998,156169,86,69,1035,0,0,1,1,1
